id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
2260,115,642.07,1596.07,1403.9,554.18,2387.98,47.5,521.42,2388.02,8.4018,391,38.93,23.4796
2261,114,641.9,1587.99,1403.67,554.4,2388.06,47.31,522.5,2388.04,8.4358,392,39.05,23.3785
2262,113,641.8,1587.67,1405.37,554.2,2388.08,47.44,521.73,2388.03,8.4153,393,39.12,23.4503
2263,112,642.21,1583.75,1408.11,554.25,2388.05,47.44,522.02,2388.01,8.4113,392,38.81,23.2457
2264,111,642.8,1582.18,1401.0,554.51,2388.03,47.43,521.67,2388.04,8.3722,394,38.88,23.2947
2265,110,642.17,1586.67,1399.84,553.74,2388.05,47.21,521.98,2388.03,8.4119,392,39.05,23.2464
2266,109,642.24,1588.51,1398.91,553.87,2387.96,47.35,522.24,2388.05,8.4148,392,39.08,23.4255
2267,108,642.11,1583.51,1398.47,554.27,2388.04,47.3,522.17,2388.05,8.4236,392,38.83,23.4041
2268,107,642.29,1581.62,1399.55,554.49,2388.05,47.39,521.41,2388.0,8.4271,393,39.02,23.3433
2269,106,642.46,1579.85,1411.41,553.13,2388.06,47.25,521.79,2388.09,8.3899,392,38.74,23.4338
2270,105,642.63,1589.76,1403.08,554.57,2388.06,47.36,521.77,2388.06,8.4094,393,38.91,23.2903
2271,104,642.03,1585.65,1399.82,554.85,2388.08,47.36,521.57,2388.0,8.4335,393,38.97,23.5463
2272,103,641.71,1584.31,1403.68,553.76,2388.08,47.27,521.84,2388.05,8.4173,392,38.83,23.2449
2273,102,642.78,1578.23,1404.53,555.17,2388.06,47.36,521.85,2388.08,8.4331,392,38.97,23.375
2274,101,641.96,1583.02,1405.9,554.16,2388.0,47.42,521.91,2388.12,8.428,393,39.09,23.1994
2275,100,642.52,1588.37,1401.7,554.5,2388.06,47.26,521.56,2387.98,8.4184,394,39.03,23.3892
2276,99,642.05,1587.16,1402.05,553.79,2388.0,47.45,521.74,2388.04,8.4207,394,38.89,23.3066
2277,98,642.96,1583.17,1406.78,554.77,2388.03,47.35,522.57,2388.0,8.4112,392,39.14,23.4088
2278,97,642.21,1589.4,1399.7,554.32,2387.97,47.44,521.55,2387.98,8.458,393,38.81,23.3783
2279,96,642.61,1584.22,1401.62,554.28,2388.03,47.38,522.12,2388.04,8.454,392,38.79,23.3179
2280,95,642.48,1587.0,1409.25,554.24,2388.06,47.46,521.02,2388.07,8.4027,393,38.78,23.3262
2281,94,642.13,1587.19,1403.74,553.85,2387.99,47.33,521.96,2388.05,8.4312,393,39.1,23.2712
2282,93,642.56,1585.41,1407.81,553.39,2388.03,47.57,521.91,2388.07,8.4047,393,38.87,23.3068
2283,92,642.62,1593.51,1410.15,553.41,2388.04,47.47,521.97,2388.07,8.4286,393,38.86,23.3528
2284,91,642.98,1592.98,1411.83,553.58,2388.04,47.47,521.56,2388.04,8.4166,392,38.72,23.3379
2285,90,642.06,1584.02,1402.72,553.68,2388.06,47.26,521.89,2388.07,8.4277,393,39.13,23.3631
2286,89,642.89,1589.2,1405.47,554.09,2388.06,47.19,521.94,2388.05,8.4166,394,39.01,23.3398
2287,88,642.53,1591.83,1401.33,553.49,2388.04,47.37,522.04,2388.09,8.4052,393,38.65,23.3459
2288,87,642.46,1592.3,1405.94,552.73,2388.05,47.32,522.09,2388.07,8.4272,394,38.87,23.2887
2289,86,642.83,1589.3,1400.91,553.53,2387.99,47.45,521.98,2388.03,8.4356,392,39.02,23.3234
2290,85,642.23,1587.73,1403.41,553.58,2388.05,47.5,522.05,2388.05,8.4097,392,38.98,23.2446
2291,84,642.29,1583.59,1402.44,553.9,2388.12,47.37,522.0,2388.03,8.4318,393,38.73,23.3631
2292,83,642.61,1590.78,1402.6,554.37,2388.11,47.44,522.26,2388.01,8.4206,395,39.17,23.3007
2293,82,642.47,1590.39,1400.72,553.43,2388.09,47.36,521.57,2388.02,8.4512,393,38.77,23.314
2294,81,642.04,1593.59,1412.72,553.48,2388.09,47.25,521.82,2388.02,8.4349,392,38.82,23.4165
2295,80,642.82,1587.98,1405.19,553.19,2388.05,47.48,521.78,2388.07,8.4609,393,38.84,23.3837
2296,79,642.28,1585.28,1401.88,554.01,2388.05,47.4,521.46,2388.03,8.4165,394,38.84,23.3048
2297,78,642.42,1593.8,1402.67,553.76,2388.12,47.4,521.2,2388.06,8.4137,394,38.94,23.3716
2298,77,641.95,1590.62,1398.22,553.91,2388.06,47.51,521.97,2388.06,8.4407,393,38.91,23.3253
2299,76,642.71,1590.29,1400.01,553.76,2388.06,47.3,521.8,2388.0,8.4468,393,38.92,23.289
2300,75,642.55,1596.82,1411.62,553.6,2388.04,47.45,521.63,2388.1,8.4446,393,38.85,23.3122
2301,74,642.68,1587.0,1402.71,553.54,2388.09,47.56,521.73,2388.08,8.4301,393,38.88,23.404
2302,73,642.3,1592.45,1406.61,553.65,2388.11,47.55,521.1,2388.02,8.4285,393,38.84,23.3611
2303,72,643.18,1581.81,1405.65,553.72,2388.04,47.59,521.45,2388.04,8.4594,393,38.67,23.29
2304,71,642.46,1580.78,1408.07,553.3,2388.06,47.47,521.53,2388.01,8.4293,392,38.86,23.2977
2305,70,641.97,1588.75,1399.02,553.3,2388.05,47.47,521.77,2388.1,8.4334,394,38.88,23.321
2306,69,643.01,1590.91,1412.85,553.31,2388.09,47.33,521.76,2387.99,8.4531,392,38.93,23.2692
2307,68,642.45,1586.91,1401.46,554.11,2388.07,47.56,521.67,2388.1,8.4425,393,38.81,23.4505
2308,67,642.22,1591.75,1404.02,554.15,2388.06,47.55,521.61,2388.08,8.4108,392,38.66,23.3108
2309,66,642.52,1592.14,1411.04,554.27,2388.09,47.49,521.41,2388.07,8.4672,392,38.86,23.3877
2310,65,642.9,1587.68,1403.34,553.55,2388.02,47.42,521.66,2388.12,8.4273,393,38.76,23.241
2311,64,642.37,1590.8,1411.16,553.45,2388.07,47.13,521.53,2388.05,8.453,394,38.91,23.4046
2312,63,642.82,1589.03,1404.25,553.34,2388.05,47.57,521.82,2388.0,8.4445,393,38.79,23.2483
2313,62,642.77,1595.91,1405.88,553.62,2388.05,47.54,521.69,2388.03,8.4307,391,38.8,23.3742
2314,61,642.85,1590.33,1412.68,553.48,2388.06,47.62,521.09,2388.06,8.4718,392,38.84,23.3466
2315,60,642.91,1587.71,1407.66,553.23,2388.07,47.53,521.72,2388.08,8.4323,393,38.67,23.2629
2316,59,642.57,1590.02,1406.71,553.59,2388.13,47.61,521.66,2388.09,8.4414,394,38.68,23.2518
2317,58,642.59,1588.41,1402.03,553.27,2388.03,47.67,521.48,2388.08,8.424,394,38.89,23.2896
2318,57,642.78,1587.06,1404.72,553.33,2388.04,47.35,521.29,2388.07,8.444,393,38.59,23.2455
2319,56,642.91,1595.5,1419.01,552.96,2388.06,47.79,521.75,2388.08,8.4274,392,38.83,23.3222
2320,55,642.85,1587.53,1414.52,553.26,2388.13,47.48,521.41,2388.05,8.4508,394,38.89,23.2396
2321,54,642.6,1589.21,1409.5,553.2,2388.12,47.47,521.49,2388.12,8.4316,394,38.97,23.204
2322,53,642.32,1587.31,1417.17,552.85,2388.02,47.53,521.71,2388.05,8.4573,393,38.89,23.3545
2323,52,643.19,1602.38,1412.07,553.98,2388.11,47.52,521.42,2388.09,8.4663,393,38.83,23.3734
2324,51,642.45,1596.93,1404.31,552.94,2388.06,47.48,521.06,2388.08,8.4781,394,38.69,23.3143
2325,50,642.74,1599.98,1404.18,553.33,2388.11,47.64,521.69,2388.06,8.4567,393,38.93,23.2675
2326,49,642.44,1590.57,1414.78,552.77,2388.03,47.45,521.31,2388.04,8.4506,394,38.75,23.3386
2327,48,642.25,1587.95,1415.89,553.41,2388.0,47.53,521.39,2388.1,8.4462,394,38.86,23.174
2328,47,642.62,1594.23,1414.9,553.67,2388.07,47.6,521.41,2388.14,8.4269,394,38.79,23.3255
2329,46,643.09,1591.38,1417.31,553.98,2388.06,47.73,521.94,2388.12,8.4835,394,38.73,23.3257
2330,45,643.38,1591.11,1416.86,552.92,2388.09,47.73,520.91,2388.14,8.5017,393,38.81,23.2551
2331,44,643.24,1593.96,1416.39,552.86,2388.1,47.84,521.32,2388.08,8.451,394,38.83,23.2212
2332,43,642.82,1596.08,1407.81,553.82,2388.13,47.65,521.07,2388.01,8.4764,392,38.78,23.217
2333,42,643.22,1597.7,1412.42,553.2,2388.09,47.72,521.35,2388.07,8.4667,394,38.82,23.269
2334,41,642.75,1594.39,1407.33,552.85,2388.03,47.77,521.56,2388.07,8.4817,394,38.69,23.1649
2335,40,642.82,1593.09,1419.89,552.74,2388.11,47.61,521.21,2388.07,8.4804,394,38.98,23.276
2336,39,642.74,1594.0,1409.84,552.99,2388.08,47.67,521.59,2388.06,8.4573,394,38.92,23.2324
2337,38,642.82,1595.43,1416.12,553.2,2388.12,47.66,520.75,2388.08,8.4582,395,38.84,23.2307
2338,37,643.27,1594.42,1415.68,553.71,2388.07,47.59,521.49,2388.09,8.4766,394,38.65,23.265
2339,36,643.01,1600.78,1413.66,552.63,2388.13,47.57,521.15,2388.05,8.48,394,38.6,23.1804
2340,35,643.32,1599.68,1407.48,553.86,2388.11,47.75,520.82,2388.06,8.4622,395,38.64,23.2295
2341,34,643.06,1592.38,1416.59,552.31,2388.1,47.57,520.64,2388.07,8.4492,394,38.69,23.2278
2342,33,642.53,1592.09,1408.91,552.98,2388.03,47.67,520.7,2388.12,8.4714,395,38.74,23.1952
2343,32,643.42,1597.0,1410.5,553.11,2388.11,47.71,521.36,2388.1,8.4832,392,38.63,23.2749
2344,31,642.79,1592.08,1418.53,553.15,2388.09,47.89,521.57,2388.08,8.4461,395,38.86,23.1302
2345,30,644.09,1595.84,1417.71,552.87,2388.08,47.78,520.93,2388.09,8.4693,394,38.59,23.1738
2346,29,642.86,1589.33,1411.15,553.23,2388.08,47.76,521.2,2388.03,8.4749,396,38.48,23.2501
2347,28,643.31,1601.93,1416.11,552.67,2388.12,47.81,521.36,2388.11,8.4743,393,38.85,23.194
2348,27,642.97,1600.91,1417.44,552.92,2388.06,47.82,520.43,2388.17,8.4793,395,38.67,23.1144
2349,26,643.24,1598.2,1408.39,553.09,2388.15,47.92,520.81,2388.17,8.4818,396,38.61,23.1432
2350,25,643.24,1592.43,1421.25,552.73,2388.13,47.74,520.96,2388.12,8.4508,395,38.73,23.2806
2351,24,643.1,1595.6,1419.4,552.01,2388.1,47.67,520.79,2388.12,8.4468,395,38.68,23.1628
2352,23,642.94,1595.48,1413.99,552.64,2388.1,47.77,520.61,2388.11,8.468,393,38.51,23.2706
2353,22,643.43,1605.0,1415.34,552.37,2388.1,47.86,521.1,2388.12,8.4751,395,38.72,23.2289
2354,21,642.91,1603.37,1419.38,552.42,2388.13,47.88,520.43,2388.13,8.4657,395,38.49,23.0955
2355,20,643.18,1599.36,1418.16,552.28,2388.11,47.92,520.7,2388.09,8.4637,396,38.6,23.1006
2356,19,643.39,1596.2,1422.01,552.64,2388.08,47.83,520.77,2388.12,8.4479,396,38.47,23.2252
2357,18,643.38,1596.23,1419.71,552.58,2388.07,47.89,521.03,2388.08,8.489,394,38.56,23.1194
2358,17,643.27,1594.78,1413.78,552.45,2388.07,47.87,520.82,2388.13,8.4933,397,38.7,23.1471
2359,16,643.19,1598.12,1424.28,552.62,2388.05,47.81,521.26,2388.07,8.4721,396,38.44,23.2245
2360,15,643.28,1604.2,1415.65,552.75,2388.11,48.0,520.17,2388.08,8.4877,396,38.62,23.13
2361,14,643.26,1601.06,1418.47,552.49,2388.2,47.97,520.04,2388.12,8.5266,395,38.57,23.1209
2362,13,643.04,1605.96,1431.26,551.89,2388.1,48.0,520.36,2388.12,8.4435,396,38.68,23.2125
2363,12,643.24,1605.75,1418.52,551.13,2388.17,48.0,520.81,2388.16,8.4726,396,38.6,23.1412
2364,11,643.57,1594.52,1418.75,552.74,2388.13,47.97,520.54,2388.08,8.4909,396,38.56,23.1104
2365,10,643.45,1600.48,1421.19,551.46,2388.1,48.11,520.58,2388.13,8.4853,395,38.41,23.0951
2366,9,643.77,1605.96,1416.66,552.66,2388.09,47.99,521.13,2388.1,8.5039,397,38.51,23.0519
2367,8,643.57,1608.8,1415.05,552.5,2388.17,48.06,520.3,2388.15,8.5408,395,38.71,23.0727
2368,7,643.4,1605.43,1423.14,552.56,2388.12,47.84,520.75,2388.13,8.4921,395,38.53,23.2003
2369,6,643.65,1592.79,1420.0,551.69,2388.18,47.94,520.86,2388.13,8.5148,397,38.56,23.0208
2370,5,643.22,1597.07,1426.16,552.6,2388.17,48.01,520.66,2388.14,8.5183,395,38.37,23.0664
2371,4,643.6,1609.02,1420.43,551.82,2388.12,48.03,519.95,2388.14,8.5166,397,38.28,23.1657
2372,3,643.5,1601.64,1429.22,552.54,2388.25,48.16,520.39,2388.18,8.5383,395,38.49,23.1025
2373,2,643.27,1607.24,1426.44,550.55,2388.18,48.04,520.18,2388.12,8.5121,396,38.33,23.1283
2374,1,643.68,1608.34,1424.85,552.0,2388.23,48.24,520.07,2388.17,8.4947,396,38.49,23.0304
2375,0,643.52,1598.71,1432.38,552.03,2388.19,48.19,519.94,2388.16,8.5135,397,38.28,23.0558
2546,125,641.94,1594.32,1405.5,554.14,2388.07,47.46,520.87,2388.11,8.4393,392,38.76,23.3793
2547,125,642.61,1592.31,1406.78,553.08,2388.11,47.5,521.45,2388.08,8.4325,393,38.97,23.2731
2548,125,642.23,1589.66,1410.36,553.29,2388.1,47.43,521.66,2388.1,8.4642,393,38.67,23.2775
2549,125,642.67,1593.12,1408.66,553.71,2388.12,47.65,521.44,2388.16,8.4115,391,38.8,23.3566
2550,125,642.77,1589.93,1408.31,553.21,2388.08,47.56,521.32,2388.14,8.3731,393,39.08,23.4748
2551,125,642.83,1589.25,1406.72,553.29,2388.15,47.58,521.7,2388.1,8.4222,392,38.88,23.2899
2552,125,642.69,1591.14,1402.15,553.16,2388.09,47.42,521.31,2388.06,8.43,392,38.92,23.285
2553,125,642.41,1590.39,1399.39,552.75,2388.12,47.58,521.46,2388.12,8.4281,393,38.94,23.4308
2554,125,642.76,1589.31,1416.61,553.56,2388.1,47.54,521.28,2388.1,8.4141,393,38.61,23.2479
2555,125,642.31,1594.02,1410.1,552.65,2388.08,47.45,521.86,2388.14,8.4321,391,38.75,23.272
2556,125,642.81,1590.74,1403.72,553.43,2388.08,47.57,522.2,2388.1,8.4001,394,38.86,23.3338
2557,125,641.91,1585.92,1407.15,553.28,2388.07,47.55,521.58,2388.09,8.4438,394,38.77,23.3329
2558,125,643.25,1599.99,1409.62,553.27,2388.13,47.43,521.66,2388.1,8.4336,394,38.83,23.2979
2559,125,642.22,1591.18,1409.34,553.57,2388.08,47.5,520.85,2388.07,8.4295,392,38.9,23.2906
2560,125,642.79,1594.09,1406.2,552.9,2388.12,47.68,522.15,2388.06,8.3932,391,38.91,23.3631
2561,125,642.59,1595.91,1409.0,553.08,2388.07,47.42,521.74,2388.05,8.4156,394,38.97,23.3014
2562,125,643.01,1593.27,1404.03,553.22,2388.09,47.37,521.73,2388.1,8.4232,393,38.86,23.3667
2563,125,642.08,1589.14,1405.87,553.54,2388.1,47.4,521.54,2388.14,8.4075,392,38.77,23.3347
2564,125,642.47,1584.56,1408.11,553.13,2388.09,47.48,521.39,2388.06,8.4485,394,38.82,23.3526
2565,125,642.77,1595.46,1407.4,553.28,2388.06,47.51,522.05,2388.11,8.4264,392,38.57,23.2427
2566,125,642.25,1581.62,1407.08,553.16,2388.06,47.62,521.26,2388.08,8.4389,393,38.83,23.4299
2567,125,643.02,1586.2,1407.41,553.48,2388.1,47.46,521.56,2388.08,8.428,392,38.84,23.2634
2568,125,642.6,1586.29,1405.63,553.12,2388.12,47.57,522.07,2388.14,8.4311,392,38.98,23.3116
2569,125,642.95,1587.31,1406.29,553.75,2388.14,47.64,521.89,2388.05,8.4215,393,38.85,23.2426
2570,125,642.1,1594.3,1407.62,553.55,2388.1,47.51,522.5,2388.14,8.4366,393,38.86,23.3473
2571,125,642.19,1586.42,1402.94,553.7,2388.1,47.58,521.49,2388.11,8.4346,391,38.83,23.3003
2572,125,643.01,1590.15,1407.03,553.15,2388.07,47.47,521.32,2388.08,8.4475,393,38.71,23.4061
2573,125,642.56,1590.55,1406.48,553.34,2388.07,47.6,521.73,2388.07,8.4191,393,38.84,23.2284
2574,125,642.89,1588.97,1408.82,553.25,2388.09,47.48,521.67,2388.08,8.4534,394,38.85,23.2946
2575,125,642.7,1588.36,1409.6,554.31,2388.16,47.36,521.31,2388.11,8.4743,393,38.87,23.3169
2576,125,642.3,1590.98,1404.89,553.89,2388.05,47.44,521.85,2388.11,8.4644,393,38.82,23.2797
2577,125,642.75,1589.12,1405.37,553.72,2388.09,47.44,521.54,2388.08,8.4316,393,38.93,23.2791
2578,125,642.48,1588.69,1406.37,552.64,2388.1,47.49,521.57,2388.11,8.4294,394,38.82,23.349
2579,125,642.35,1590.06,1409.85,553.9,2388.09,47.5,521.78,2388.1,8.4597,393,38.92,23.3717
2580,125,642.61,1589.91,1401.64,553.08,2388.09,47.38,521.19,2388.08,8.4422,393,38.84,23.3348
2581,125,642.58,1586.23,1403.92,553.5,2388.1,47.58,521.44,2388.15,8.4509,393,38.92,23.383
2582,125,642.68,1582.58,1412.44,553.58,2388.06,47.48,521.86,2388.07,8.4326,392,38.74,23.1862
2583,125,642.69,1593.33,1406.92,553.62,2388.13,47.7,521.55,2388.09,8.4576,393,39.07,23.2141
2584,124,642.63,1581.24,1403.8,553.23,2388.03,47.5,521.63,2388.05,8.4236,392,38.94,23.343
2585,123,641.99,1585.55,1411.86,553.69,2388.13,47.41,521.68,2388.12,8.4448,393,38.55,23.3491
2586,122,642.23,1588.43,1403.07,553.26,2388.1,47.58,521.82,2388.1,8.4804,393,38.92,23.3163
2587,121,642.86,1588.03,1407.81,553.52,2388.11,47.52,521.91,2388.09,8.4216,393,38.8,23.2903
2588,120,642.66,1590.78,1407.9,553.64,2388.1,47.39,521.26,2388.1,8.4378,394,38.81,23.3655
2589,119,642.45,1590.56,1412.61,553.88,2388.07,47.59,521.3,2388.04,8.4059,394,38.94,23.3218
2590,118,642.77,1588.23,1410.44,553.99,2388.1,47.51,521.42,2388.12,8.4185,391,38.7,23.3342
2591,117,642.86,1584.07,1409.85,553.12,2388.09,47.58,521.3,2388.07,8.418,393,38.9,23.305
2592,116,642.14,1594.3,1402.37,553.34,2388.07,47.35,521.81,2388.11,8.4108,394,38.74,23.3972
2593,115,642.85,1594.55,1406.57,553.8,2388.09,47.57,521.28,2388.13,8.4592,393,38.96,23.3012
2594,114,642.91,1584.16,1409.84,553.06,2388.1,47.65,521.3,2388.14,8.4155,395,38.65,23.2812
2595,113,642.89,1592.76,1409.34,553.74,2388.11,47.61,521.04,2388.09,8.436,394,38.67,23.2642
2596,112,641.96,1590.8,1405.96,553.51,2388.09,47.6,521.78,2388.11,8.413,393,38.95,23.2755
2597,111,642.56,1594.44,1411.13,553.26,2388.1,47.52,521.75,2388.12,8.4222,393,38.86,23.267
2598,110,642.62,1587.86,1405.82,553.02,2388.09,47.4,522.18,2388.08,8.4513,392,39.02,23.3445
2599,109,642.37,1590.53,1410.93,553.4,2388.1,47.45,520.99,2388.08,8.404,392,39.04,23.226
2600,108,642.92,1594.46,1406.72,553.33,2388.05,47.37,521.62,2388.08,8.4436,392,38.67,23.3543
2601,107,642.21,1592.74,1404.01,553.15,2388.11,47.5,521.87,2388.06,8.4322,393,38.94,23.3912
2602,106,642.78,1594.82,1403.8,554.07,2388.04,47.45,521.46,2388.12,8.4077,394,38.82,23.2318
2603,105,642.37,1594.12,1413.32,553.05,2388.14,47.45,521.47,2388.11,8.4612,394,38.87,23.3108
2604,104,642.61,1584.02,1413.87,552.84,2388.1,47.56,521.97,2388.14,8.4369,394,38.8,23.3658
2605,103,642.51,1589.07,1404.27,553.74,2388.08,47.42,521.64,2388.1,8.4227,394,38.69,23.3591
2606,102,642.63,1585.86,1411.08,553.26,2388.12,47.54,521.36,2388.14,8.4149,393,39.0,23.293
2607,101,642.23,1596.03,1406.18,553.4,2388.11,47.61,521.47,2388.08,8.4358,394,38.9,23.2968
2608,100,642.61,1582.69,1399.34,553.22,2388.09,47.48,522.14,2388.06,8.4244,392,38.91,23.2965
2609,99,642.8,1592.07,1402.07,553.46,2388.08,47.53,521.86,2388.1,8.4536,394,38.78,23.2062
2610,98,642.6,1594.17,1410.38,553.04,2388.12,47.59,521.59,2388.12,8.439,393,38.99,23.1712
2611,97,642.68,1586.39,1403.29,553.59,2388.13,47.58,521.86,2388.07,8.4566,395,38.83,23.2897
2612,96,642.85,1587.87,1411.71,553.67,2388.1,47.62,521.59,2388.07,8.477,390,38.62,23.3134
2613,95,643.05,1593.84,1410.46,554.39,2388.1,47.46,521.06,2388.09,8.4091,393,38.94,23.2666
2614,94,642.94,1590.66,1408.67,553.61,2388.09,47.62,521.68,2388.09,8.4165,393,38.73,23.229
2615,93,642.22,1591.39,1406.78,553.3,2388.09,47.62,521.14,2388.06,8.4562,390,38.78,23.2932
2616,92,642.73,1591.12,1414.31,554.25,2388.13,47.51,521.21,2388.08,8.4381,392,38.76,23.2452
2617,91,642.54,1591.82,1409.41,553.82,2388.11,47.61,521.39,2388.17,8.4537,394,38.93,23.3227
2618,90,642.93,1589.96,1411.79,553.77,2388.09,47.49,521.38,2388.05,8.4445,395,38.72,23.2954
2619,89,642.87,1586.46,1415.71,553.38,2388.06,47.37,521.54,2388.12,8.4046,392,38.89,23.2266
2620,88,642.72,1584.67,1410.41,553.18,2388.14,47.58,521.23,2388.1,8.4548,393,38.82,23.2683
2621,87,642.76,1588.78,1409.33,553.19,2388.12,47.65,521.72,2388.11,8.477,394,38.76,23.3218
2622,86,642.98,1592.44,1407.09,553.44,2388.12,47.44,520.77,2388.03,8.4119,394,39.0,23.2637
2623,85,643.34,1588.31,1407.96,553.59,2388.1,47.49,520.7,2388.08,8.4692,393,38.87,23.2975
2624,84,642.88,1589.69,1406.53,553.71,2388.14,47.56,521.63,2388.09,8.4337,392,38.96,23.2119
2625,83,642.75,1590.85,1412.63,553.27,2388.05,47.59,521.37,2388.13,8.4287,394,38.98,23.299
2626,82,642.13,1588.28,1412.8,553.35,2388.11,47.79,521.23,2388.11,8.4056,393,38.82,23.2447
2627,81,642.9,1593.79,1402.78,553.04,2388.09,47.52,521.21,2388.05,8.4112,392,38.76,23.175
2628,80,642.47,1587.71,1406.15,553.21,2388.1,47.66,521.02,2388.09,8.4517,392,38.77,23.3331
2629,79,642.74,1586.75,1407.51,553.4,2388.07,47.37,521.42,2388.07,8.4447,393,38.61,23.2227
2630,78,642.53,1588.86,1408.95,553.55,2388.14,47.55,521.04,2388.1,8.4292,394,38.78,23.3566
2631,77,642.95,1597.2,1411.47,553.6,2388.08,47.31,521.94,2388.09,8.3863,394,38.94,23.3206
2632,76,642.93,1590.9,1412.87,552.76,2388.14,47.63,520.66,2388.11,8.4561,393,38.71,23.3149
2633,75,643.2,1584.99,1410.14,554.31,2388.07,47.53,521.32,2388.09,8.4165,394,38.77,23.2396
2634,74,642.78,1582.6,1406.3,553.15,2388.09,47.31,520.97,2388.12,8.4431,394,38.77,23.306
2635,73,643.21,1590.21,1404.97,552.96,2388.1,47.58,520.82,2388.07,8.4168,393,38.66,23.3462
2636,72,642.84,1584.29,1408.55,553.49,2388.12,47.51,521.26,2388.08,8.4242,394,38.82,23.2589
2637,71,643.05,1598.85,1414.03,552.79,2388.08,47.37,521.73,2388.04,8.4679,394,39.0,23.2359
2638,70,642.79,1590.43,1418.25,553.16,2388.13,47.54,521.63,2388.14,8.4684,393,38.87,23.29
2639,69,642.95,1587.61,1410.23,553.68,2388.05,47.55,521.23,2388.12,8.4461,393,38.75,23.3104
2640,68,642.58,1593.74,1416.13,552.6,2388.13,47.77,521.46,2388.09,8.4234,393,38.73,23.2496
2641,67,642.51,1590.91,1410.02,552.94,2388.05,47.57,521.87,2388.05,8.4371,393,38.64,23.2385
2642,66,642.98,1588.13,1412.34,552.71,2388.13,47.61,521.28,2388.03,8.4172,393,38.8,23.3132
2643,65,642.89,1584.86,1412.78,553.42,2388.12,47.68,521.57,2388.08,8.4596,395,38.72,23.2199
2644,64,642.56,1593.29,1408.46,554.1,2388.09,47.27,520.81,2388.03,8.4369,394,38.96,23.2136
2645,63,642.78,1593.39,1412.04,553.44,2388.12,47.78,521.44,2388.06,8.4227,394,38.9,23.3333
2646,62,642.98,1597.42,1414.86,553.73,2388.11,47.75,520.85,2388.12,8.4758,394,38.73,23.2955
2647,61,642.65,1591.57,1417.22,553.56,2388.05,47.48,521.41,2388.13,8.4534,394,38.87,23.3309
2648,60,643.52,1592.63,1412.81,553.34,2388.15,47.69,521.18,2388.11,8.4221,394,38.66,23.3003
2649,59,642.36,1583.37,1407.82,552.65,2388.13,47.7,521.26,2388.12,8.4414,392,38.8,23.1497
2650,58,642.59,1595.5,1409.09,552.72,2388.1,47.57,521.32,2388.1,8.4595,394,38.75,23.2431
2651,57,643.32,1593.4,1413.69,552.83,2388.11,47.73,521.06,2388.1,8.4458,394,38.59,23.2403
2652,56,642.95,1587.55,1413.53,552.95,2388.15,47.55,520.97,2388.11,8.4574,393,38.84,23.2927
2653,55,643.21,1589.74,1415.34,553.34,2388.14,47.71,520.62,2388.1,8.4501,393,38.79,23.2752
2654,54,642.57,1593.72,1408.09,552.84,2388.05,47.68,520.4,2388.14,8.4502,394,38.55,23.2462
2655,53,643.13,1594.1,1410.86,553.41,2388.11,47.53,520.8,2388.12,8.4475,394,38.68,23.2126
2656,52,643.28,1590.26,1414.54,553.37,2388.08,47.75,521.57,2388.16,8.4847,394,38.75,23.3012
2657,51,642.9,1590.16,1412.15,552.3,2388.1,47.78,521.29,2388.07,8.4958,394,38.71,23.2348
2658,50,642.92,1593.22,1414.53,553.3,2388.16,47.6,521.02,2388.1,8.4353,395,38.81,23.2802
2659,49,642.88,1582.94,1408.0,553.08,2388.1,47.61,520.83,2388.12,8.4751,394,38.54,23.1653
2660,48,642.78,1598.39,1418.32,552.89,2388.11,47.64,520.95,2388.12,8.4596,393,38.72,23.3051
2661,47,643.39,1589.76,1414.51,552.85,2388.14,47.65,521.22,2388.15,8.4555,395,38.7,23.2549
2662,46,643.12,1589.98,1416.63,552.69,2388.13,47.77,521.21,2388.08,8.4526,396,38.79,23.1676
2663,45,642.19,1592.49,1411.57,552.77,2388.13,47.59,521.23,2388.09,8.4566,394,38.65,23.2317
2664,44,643.25,1592.73,1409.92,552.74,2388.12,47.88,521.08,2388.12,8.4402,393,38.74,23.2929
2665,43,642.4,1590.66,1415.4,552.91,2388.09,47.58,520.9,2388.11,8.4332,394,38.83,23.1578
2666,42,643.06,1594.49,1420.97,552.88,2388.06,47.57,521.14,2388.1,8.4502,394,38.69,23.2251
2667,41,643.01,1596.44,1411.48,553.19,2388.07,47.76,521.21,2388.13,8.433,395,38.73,23.2467
2668,40,643.12,1595.22,1414.96,552.75,2388.11,47.57,520.87,2388.12,8.5017,392,38.65,23.1694
2669,39,642.76,1595.96,1418.67,551.91,2388.13,47.85,521.44,2388.07,8.4446,395,38.68,23.2281
2670,38,643.03,1585.89,1408.57,552.9,2388.14,47.71,520.78,2388.14,8.4838,395,38.79,23.2732
2671,37,643.67,1592.31,1414.3,552.84,2388.15,47.7,520.95,2388.15,8.4628,395,38.69,23.3933
2672,36,642.71,1601.18,1412.94,552.71,2388.12,47.64,520.77,2388.09,8.4777,394,38.84,23.2438
2673,35,643.27,1597.19,1418.92,552.56,2388.15,47.77,520.88,2388.15,8.448,395,38.87,23.2494
2674,34,642.59,1595.24,1413.21,552.66,2388.08,47.82,520.71,2388.1,8.4563,393,38.7,23.2775
